id,timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1778415758330,0.0,0.7956562,0.5866806,0.76382506,-0.2687807,-0.6637051,0.236863
1,1778415758340,1.0,0.7977904,0.63302475,0.78400916,-0.43508878,-0.4699081,0.10903945
2,1778415758350,2.0,0.78748494,0.61015755,0.7832164,-0.6339254,-0.21548271,-0.030543262
3,1778415758360,3.0,0.7657764,0.55698377,0.7563856,-0.7493789,0.06490443,-0.09621128
4,1778415758370,4.0,0.7406529,0.51503,0.72168845,-0.783282,0.24236079,-0.07360926
5,1778415758380,5.0,0.73162806,0.45844138,0.6918696,-0.75884736,0.35918877,-0.008857546
6,1778415758390,6.0,0.7174809,0.39008373,0.6349761,-0.70921457,0.42531493,0.070249505
7,1778415758400,7.0,0.7174809,0.39008373,0.6349761,-0.70921457,0.42531493,0.070249505
8,1778415758410,8.0,0.6488183,0.39416936,0.465454,-0.63438356,-0.40469822,0.5174029
9,1778415758420,9.0,0.6488183,0.39416936,0.465454,-0.63438356,-0.40469822,0.5174029
10,1778415758430,10.0,0.7213836,0.52057916,0.5772288,-0.7298313,-0.48624873,0.48395798
11,1778415758440,11.0,0.7207128,0.5171033,0.55051994,-0.77595156,-0.4980079,0.37308595
12,1778415758450,12.0,0.7306524,0.465393,0.518201,-0.79626286,-0.5751296,0.31444287
13,1778415758460,13.0,0.7224202,0.4230125,0.53990954,-0.75518215,-0.6621779,0.36163223
14,1778415758470,14.0,0.7152246,0.41965863,0.5637524,-0.7110472,-0.68539083,0.4173737
15,1778415758480,15.0,0.69882125,0.4411843,0.5860708,-0.64476824,-0.7472409,0.5279403
16,1778415758490,16.0,0.6582701,0.37398523,0.59979105,-0.61162883,-0.6436992,0.5143485
17,1778415758500,17.0,0.7019312,0.3514839,0.5671672,-0.61361414,-0.6218608,0.5326745
18,1778415758510,18.0,0.7247374,0.34410545,0.5481417,-0.5882632,-0.5954409,0.63163465
19,1778415758520,19.0,0.7247374,0.34410545,0.5481417,-0.5882632,-0.5954409,0.63163465
20,1778415758530,20.0,0.73437214,0.3503863,0.5266771,-0.6059783,-0.61101794,0.6844745
21,1778415758540,21.0,0.755166,0.3381295,0.4984437,-0.5647449,-0.66798115,0.7182248
22,1778415758550,22.0,0.7682766,0.36050883,0.4856381,-0.47418416,-0.77824235,0.7501425
23,1778415758560,23.0,0.7826676,0.36691165,0.5336897,-0.3484986,-0.8837693,0.75243324
24,1778415758570,24.0,0.78083825,0.37764397,0.54576355,-0.23976462,-0.93752545,0.7499898
25,1778415758580,25.0,0.799132,0.40258446,0.57911915,-0.10094548,-1.028697,0.728915
26,1778415758590,26.0,0.87925863,0.42160997,0.6098527,0.011759156,-1.0305296,0.72784597
27,1778415758600,27.0,0.9232856,0.46155134,0.62985384,0.06490443,-1.0199922,0.6979135
28,1778415758610,28.0,0.9978021,0.49478498,0.69217455,0.09972375,-0.9127854,0.5876524
29,1778415758620,29.0,1.0942101,0.52307934,0.7499828,0.093004234,-0.58123827,0.32635477
30,1778415758630,30.0,1.138786,0.5469831,0.7832164,0.051159963,-0.25778514,0.076358154
31,1778415758640,31.0,1.1593969,0.54801977,0.810901,0.03756821,0.02687807,-0.10903945
32,1778415758650,32.0,1.1528112,0.5352141,0.75162923,0.07223482,0.27748555,-0.3023783
33,1778415758660,33.0,1.1214678,0.5347263,0.74205554,0.16584991,0.3022256,-0.41829
34,1778415758670,34.0,1.1252486,0.4864918,0.7403481,0.36086863,0.35063666,-0.4813618
35,1778415758680,35.0,1.1054914,0.4938703,0.7778503,0.5128214,0.5016731,-0.5364924
36,1778415758690,36.0,1.0959176,0.5229573,0.7027849,0.64568454,0.6275113,-0.66248333
37,1778415758700,37.0,1.0866487,0.55320305,0.6938819,0.7432703,0.68737614,-0.77839506
38,1778415758710,38.0,1.0871977,0.55954486,0.69723576,0.81382525,0.7302894,-0.89644474
39,1778415758720,39.0,1.0700624,0.5697284,0.6831496,0.8552113,0.77946407,-1.0326678
40,1778415758730,40.0,1.0738431,0.5901564,0.65576994,0.90377516,0.7478518,-1.135904
41,1778415758740,41.0,1.0646962,0.6047914,0.66497785,0.9935723,0.7002043,-1.2238685
42,1778415758750,42.0,1.0590253,0.6238779,0.69699186,1.1873693,0.7678576,-1.41904
43,1778415758760,43.0,0.9973753,0.5878392,0.66918534,1.3159565,0.8032878,-1.5560265
44,1778415758770,44.0,0.9868259,0.5730822,0.6202191,1.5254833,0.82986045,-1.6119207
45,1778415758780,45.0,0.94023776,0.58521706,0.55417866,1.6815593,0.7266242,-1.5867225
46,1778415758790,46.0,0.9070651,0.6139383,0.5438732,1.7655532,0.6488916,-1.6342173
47,1778415758800,47.0,0.8947473,0.62125576,0.5191157,1.8503108,0.56031615,-1.7146988
48,1778415758810,48.0,0.87627065,0.6261341,0.51765215,1.9077321,0.5009095,-1.7679968
49,1778415758820,49.0,0.85291564,0.6354029,0.5230183,1.9459113,0.4886922,-1.8258762
50,1778415758830,50.0,0.860416,0.6500989,0.55552024,1.9057468,0.5552765,-1.8767308
51,1778415758840,51.0,0.85328156,0.6599165,0.5846682,1.7304286,0.74189585,-1.922393
52,1778415758850,52.0,0.8113888,0.62564623,0.5086882,1.3524556,1.129948,-1.9755383
53,1778415758860,53.0,0.8113888,0.62564623,0.5086882,1.3524556,1.129948,-1.9755383
54,1778415758870,54.0,0.7766917,0.5855829,0.42197582,1.2773192,1.1881329,-1.8891008
55,1778415758880,55.0,0.7701669,0.65857506,0.35587442,1.2733486,1.0085385,-1.6997325
56,1778415758890,56.0,0.7701669,0.65857506,0.35587442,1.2733486,1.0085385,-1.6997325
