id,timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1778415596730,0.0,-0.025977125,0.5593619,1.1317734,-0.3915646,1.2890784,-2.2343924
1,1778415596740,1.0,-0.025977125,0.5593619,1.1317734,-0.3915646,1.2890784,-2.2343924
2,1778415596750,2.0,0.08750511,0.278065,0.39996237,-1.1174252,-3.7722456,-1.3793337
3,1778415596760,3.0,0.16677801,0.37447307,0.6243657,-1.0436633,-4.438394,-1.1337659
4,1778415596770,4.0,0.2306232,0.46728337,0.75925165,-0.8868236,-4.73222,-1.0575604
5,1778415596780,5.0,0.47014937,0.48130858,1.056952,-0.47769663,-4.6115746,-1.210735
6,1778415596790,6.0,0.48313794,0.4411843,1.22934,-0.13240504,-3.675118,-1.562746
7,1778415596800,7.0,0.4803939,0.35727695,1.2036068,0.076816306,-2.2290473,-1.8637499
8,1778415596810,8.0,0.3869738,0.18373023,1.1262243,0.04016439,-0.7742717,-1.8967366
9,1778415596820,9.0,0.357033,0.17244908,1.0893928,-0.39584067,-0.40775254,-1.7988454
10,1778415596830,10.0,0.3609357,0.28708994,1.1382982,-0.8576548,-0.29657507,-1.6998852
11,1778415596840,11.0,0.3945962,0.49191895,0.96426356,-1.4811954,0.6186538,-1.6285667
12,1778415596850,12.0,0.5119201,0.50362694,0.76528853,-1.8649716,0.9476047,-1.7466165
13,1778415596860,13.0,0.52637213,0.44539183,0.66638035,-2.2056818,0.75518215,-1.8646661
14,1778415596870,14.0,0.48289403,0.39264485,0.5817413,-2.468812,0.41279218,-2.1342103
15,1778415596880,15.0,0.40831652,0.4610635,0.63802505,-2.405282,-0.0013744468,-2.705522
16,1778415596890,16.0,0.40831652,0.4610635,0.63802505,-1.8635972,-0.4036292,-3.0053043
17,1778415596900,17.0,0.76297134,0.06372323,0.48777235,-1.2188289,-1.0102184,-3.0724995
18,1778415596910,18.0,0.75089747,0.041221917,0.69857734,-0.6814202,-1.25319,-2.9338331
19,1778415596920,19.0,0.77285,-0.022135438,0.4619782,0.05100725,-1.858863,-2.595872
20,1778415596930,20.0,0.6018034,0.12872702,0.7618737,0.40240747,-2.1164954,-2.4956899
21,1778415596940,21.0,0.45594123,0.43014705,0.8068154,0.7377725,-2.754086,-2.919783
22,1778415596950,22.0,0.6714416,0.5933273,0.84297603,0.77457714,-3.4901786,-3.6601517
23,1778415596960,23.0,1.0385362,0.55137366,0.95664114,0.84772825,-3.9419134,-4.200004
24,1778415596970,24.0,1.1816543,0.5347873,1.027682,0.948521,-4.1112757,-4.3369904
25,1778415596980,25.0,1.3361145,0.6251584,1.6910743,1.0563387,-4.0214787,-4.40892
26,1778415596990,26.0,1.3426393,0.7959611,1.2989173,0.9245446,-3.7830884,-4.384027
27,1778415597000,27.0,1.472342,1.0180472,1.4906967,0.93645644,-3.9532144,-4.4199157
28,1778415597010,28.0,1.6646702,1.2634883,1.7132096,1.029308,-4.3542476,-4.7248898
29,1778415597020,,,,,,,
30,1778415597030,29.0,1.9632243,1.3833734,2.0713403,1.1898128,-4.9921436,-5.413793
31,1778415597040,30.0,2.2287886,1.3609331,2.4231293,1.43141,-5.5762835,-6.151108
32,1778415597050,31.0,2.45868,1.106467,3.0274937,1.8709276,-6.4559293,-7.2972436
33,1778415597060,32.0,2.528745,0.7361405,3.5995393,2.5897632,-7.1283393,-8.41024
34,1778415597070,33.0,2.5628326,0.45880726,3.873519,3.2855387,-7.6002326,-8.917106
35,1778415597080,34.0,2.721988,0.19092578,4.3015924,3.915799,-7.9233804,-9.031643
36,1778415597090,35.0,2.8025415,0.25635642,4.648747,4.4070873,-8.248055,-9.079901
37,1778415597100,36.0,3.0551782,0.33373898,5.1887174,4.705953,-7.9120793,-9.350362
38,1778415597110,37.0,3.1986012,0.3374587,5.3870826,4.6053133,-5.621182,-9.721615
39,1778415597120,38.0,3.1110961,0.31416467,5.171582,4.6053133,-5.621182,-9.721615
40,1778415597130,39.0,2.4337397,0.4786255,3.9735856,4.8123965,-3.4707837,-9.923658
41,1778415597140,40.0,2.0762186,0.5969251,3.260617,5.0830097,-3.4518468,-10.037738
42,1778415597150,41.0,1.6281438,0.7659593,2.5433192,5.2128186,-4.2316165,-10.191829
43,1778415597160,42.0,1.6281438,0.7659593,2.5433192,5.139362,-4.7655125,-10.073168
44,1778415597170,43.0,1.0942712,0.98011816,2.1587236,5.0019174,-4.8950157,-9.903194
