id,timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1778415869870,0.0,0.4422819,0.47411305,0.6711367,-0.09728029,-1.3109168,0.52580225
1,1778415869880,1.0,0.45850238,0.5861928,0.65387964,-0.0870483,-1.4761559,0.5560401
2,1778415869890,2.0,0.5019805,0.63503706,0.7356527,-0.15393804,-1.5554156,0.46486846
3,1778415869900,3.0,0.52893335,0.64211065,0.84590304,-0.2527455,-1.4982997,0.3680463
4,1778415869910,4.0,0.5454587,0.59174186,1.0353652,-0.4792238,-0.81199265,0.24404067
5,1778415869920,5.0,0.52173775,0.55320305,0.9943873,-0.4802928,-0.5056437,0.3313944
6,1778415869930,6.0,0.59338826,0.53490925,0.9183462,-0.4120286,-0.28038713,0.47662762
7,1778415869940,7.0,0.5927785,0.58972955,0.7818139,-0.3023783,-0.25442538,0.50610185
8,1778415869950,8.0,0.58168024,0.6909549,0.6785762,-0.14828753,-0.42531493,0.36850446
9,1778415869960,9.0,0.58168024,0.6909549,0.6785762,-0.14828753,-0.42531493,0.36850446
10,1778415869970,10.0,0.5322872,0.70619977,0.725835,0.012370021,-0.7893906,-0.0936151
11,1778415869980,11.0,0.4923458,0.6465011,0.8479763,-0.00076358154,-0.74479747,-0.22434026
12,1778415869990,12.0,0.4923458,0.6465011,0.8479763,-0.00076358154,-0.74479747,-0.22434026
13,1778415870000,13.0,0.4908823,0.57588726,0.8707825,-0.07620544,-0.5899431,-0.21609358
14,1778415870010,14.0,0.45862433,0.53966564,0.77675265,-0.21578814,-0.34315357,-0.12370021
15,1778415870020,15.0,0.4538679,0.5687527,0.7036386,-0.39828414,-0.02855795,-0.010079277
16,1778415870030,16.0,0.44155017,0.5955225,0.6655876,-0.43096542,0.011453724,-0.021991149
17,1778415870040,17.0,0.41850004,0.6086331,0.6363786,-0.49434268,0.02977968,-0.06414085
18,1778415870050,18.0,0.40368208,0.60759646,0.5950957,-0.6052147,0.003970624,-0.09728029
19,1778415870060,19.0,0.3996575,0.5905222,0.58454627,-0.68951416,-0.051159963,-0.11255192
20,1778415870070,20.0,0.3787416,0.5642402,0.6013156,-0.74296486,-0.07620544,-0.11927144
21,1778415870080,21.0,0.3605698,0.5417999,0.5839975,-0.7490735,-0.0917825,-0.11438452
