id,timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1778445875780,1.0,-0.07350153,0.15698776,0.9728899,0.0,0.0,0.0
1,1778445875790,2.0,-0.07987003,0.161422015,0.97482415,0.0,0.0,0.0
2,1778445875800,3.0,-0.08623853,0.16585627,0.9767584,0.0,0.0,0.0
3,1778445875810,4.0,-0.0660550449999999,0.17793578,0.96824922,0.0,0.0,0.0
4,1778445875820,5.0,-0.04587156,0.19001529,0.95974004,0.0,0.0,0.0
5,1778445875830,6.0,-0.04587156,0.1900152899999999,0.95974004,0.0,0.0,0.0
6,1778445875840,7.0,-0.04587156,0.1900152899999999,0.95974004,0.0,0.0,0.0
7,1778445875850,8.0,-0.04587156,0.1900152899999999,0.95974004,0.0,0.0,0.0
8,1778445875860,9.0,-0.04587156,0.1900152899999999,0.95974004,0.0,0.0,0.0
9,1778445875870,10.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
10,1778445875880,11.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
11,1778445875890,12.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
12,1778445875900,13.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
13,1778445875910,14.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
14,1778445875920,15.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
15,1778445875930,16.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
16,1778445875940,17.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
17,1778445875950,18.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
18,1778445875960,19.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
19,1778445875970,20.0,-0.042706423,0.2077523,0.95729357,0.0,0.0,0.0
20,1778445875980,21.0,0.0067278286,0.05891437,1.0283333,0.0,0.0,0.0
21,1778445875990,22.0,0.0067278286,0.05891437,1.0283333,0.0,0.0,0.0
