id,timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1778446265790,1.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
1,1778446265800,2.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
2,1778446265810,3.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
3,1778446265820,4.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
4,1778446265830,5.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
5,1778446265840,6.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
6,1778446265850,7.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
7,1778446265860,8.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
8,1778446265870,9.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
9,1778446265880,10.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
10,1778446265890,11.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
11,1778446265900,12.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
12,1778446265910,13.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
13,1778446265920,14.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
14,1778446265930,15.0,-0.35779816,0.61509174,0.37808868,0.0,0.0,0.0
15,1778446265940,16.0,-0.2005848599999999,0.530355505,0.42770641,0.0,0.0,0.0
16,1778446265950,17.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
17,1778446265960,18.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
18,1778446265970,19.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
19,1778446265980,20.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
20,1778446265990,21.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
21,1778446266000,22.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
22,1778446266010,23.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
23,1778446266020,24.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
24,1778446266030,25.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
25,1778446266040,26.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
26,1778446266050,27.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
27,1778446266060,28.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
28,1778446266070,29.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
29,1778446266080,30.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
30,1778446266090,31.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
31,1778446266100,32.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
32,1778446266110,33.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
33,1778446266120,34.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
34,1778446266130,35.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
35,1778446266140,36.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
36,1778446266150,37.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
37,1778446266160,38.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
38,1778446266170,39.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
39,1778446266180,40.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
40,1778446266190,41.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
41,1778446266200,42.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
42,1778446266210,43.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
43,1778446266220,44.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
44,1778446266230,45.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
45,1778446266240,46.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
46,1778446266250,47.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
47,1778446266260,48.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
48,1778446266270,49.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
49,1778446266280,50.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
50,1778446266290,51.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
51,1778446266300,52.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
52,1778446266310,53.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
53,1778446266320,54.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
54,1778446266330,55.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
55,1778446266340,56.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
56,1778446266350,57.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
57,1778446266360,58.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
58,1778446266370,59.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
59,1778446266380,60.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
60,1778446266390,61.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
61,1778446266400,62.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
62,1778446266410,63.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
63,1778446266420,64.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
64,1778446266430,65.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
65,1778446266440,66.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
66,1778446266450,67.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
67,1778446266460,68.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
68,1778446266470,69.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
69,1778446266480,70.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
70,1778446266490,71.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
71,1778446266500,72.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
72,1778446266510,73.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
73,1778446266520,74.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
74,1778446266530,75.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
75,1778446266540,76.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
76,1778446266550,77.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
77,1778446266560,78.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
78,1778446266570,79.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
79,1778446266580,80.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
80,1778446266590,81.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
81,1778446266600,82.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
82,1778446266610,83.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
83,1778446266620,84.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
84,1778446266630,85.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
85,1778446266640,86.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
86,1778446266650,87.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
87,1778446266660,88.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
88,1778446266670,89.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
89,1778446266680,90.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
90,1778446266690,91.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
91,1778446266700,92.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
92,1778446266710,93.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
93,1778446266720,94.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
94,1778446266730,95.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
95,1778446266740,96.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
96,1778446266750,97.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
97,1778446266760,98.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
98,1778446266770,99.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
99,1778446266780,100.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
100,1778446266790,101.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
101,1778446266800,102.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
102,1778446266810,103.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
103,1778446266820,104.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
104,1778446266830,105.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
105,1778446266840,106.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
106,1778446266850,107.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
107,1778446266860,108.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
108,1778446266870,109.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
109,1778446266880,110.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
110,1778446266890,111.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
111,1778446266900,112.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
112,1778446266910,113.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
113,1778446266920,114.0,0.27105504,0.2761468,0.5765596,0.0,0.0,0.0
